hashtag_H 	 cluster_C_leader(userID) 	 relative_frequency_H_C 	 frequency_H_in_C 	 frequency_H_overall 	 count_H_in_C 	 count_hashtags_in_C 	 count_H_entire_dataset 	 count_hashtags_entire_dataset
Anonymous 	 348764745 	 4.2108821066 	 .0087719298 	 4 	 116 	 222 	 106569
Schröder 	 348764745 	 77.9015228750 	 .0021929824 	 1 	 1 	 3 	 106569
Wisconsin 	 348764745 	 77.9015228750 	 .0021929824 	 1 	 1 	 3 	 106569
police 	 348764745 	 1 33.3862991759 	 1 .0021929824 	 1 1 	 1 	 7 	 106569
schoolfight 	 348764745 	 116.8524918607 	 .0021929824 	 1 	 1 	 2 	 106569
StandWithUkraine 	 348764745 	 8 2 .0000028406 .0026086385 	 8 2 .0043859649 	 8 2 2 	 240 67 	 1544 278 	 106569
boycottnestle 	 348764745 	 14.6065031098 	 .0021929824 	 1 	 5 	 16 	 106569
Rikers 	 348764745 	 116.8524918607 	 .0021929824 	 1 	 1 	 2 	 106569
Jan6th 	 348764745 	 19.4753288319 	 .0021929824 	 1 	 4 	 12 	 106569
Zionist 	 348764745 	 29.2130062196 	 .0021929824 	 1 	 2 	 8 	 106569
Russian 	 348764745 	 3 1 1 .2588083527 	 3 1 1 .0021929824 	 3 1 1 1 	 397 	 903 	 106569
QAnon 	 348764745 	 46.7408473098 	 .0021929824 	 1 	 1 	 5 	 106569
Ukraine 	 348764745 	 11 8 3 2 2 2 2 2 2 1 1 1 1 1 1 .0000003606 232 .0000656851 	 11 8 3 2 2 2 2 2 2 1 1 1 1 1 1 .0021929824 	 11 8 3 2 2 2 2 2 2 1 1 1 1 1 1 1 	 2509 83 4 	 6080 232 7 	 106569
ChairGuy 	 348764745 	 116.8524918607 	 .0021929824 	 1 	 1 	 2 	 106569
FBI107 	 348764745 	 116.8524918607 	 .0021929824 	 1 	 1 	 2 	 106569
moleg 	 348764745 	 38.9506922550 	 .0021929824 	 1 	 2 	 6 	 106569
domesticeviolence 	 348764745 	 116.8524918607 	 .0021929824 	 1 	 1 	 2 	 106569
MikeHosinski 	 348764745 	 116.8524918607 	 .0021929824 	 1 	 1 	 2 	 106569
slavaukrainie 	 348764745 	 116.8524918607 	 .0021929824 	 1 	 1 	 2 	 106569
StandWithUkraine 	 348764745 	 8 2 .0000028406 .0026086385 	 8 2 .0043859649 	 8 2 2 	 240 67 	 1544 278 	 106569
COVID 	 348764745 	 6 .5384883525 	 6 .0021929824 	 6 1 	 169 	 434 	 106569
COVID19 	 348764745 	 .4601981239 	 .0131578947 	 6 	 1096 	 3047 	 106569
BA2 	 348764745 	 .5916555607 	 .0021929824 	 1 	 222 	 395 	 106569
PutinIsaWarCriminal 	 348764745 	 2.9962045040 	 .0043859649 	 2 	 30 	 156 	 106569
InternationalWomensDay 	 348764745 	 2.1841490460 	 .0021929824 	 1 	 45 	 107 	 106569
COVID19 	 348764745 	 .4601981239 	 .0131578947 	 6 	 1096 	 3047 	 106569
Russia 	 348764745 	 8 3 3 2 2 1 1 1 .0961349001 	 8 3 3 2 2 1 1 1 .0021929824 	 8 3 3 2 2 1 1 1 1 	 1029 	 2431 	 106569
InvasionOfUkraine 	 348764745 	 77.9015228750 	 .0021929824 	 1 	 1 	 3 	 106569
NeverAgainIsNow 	 348764745 	 77.9015228750 	 .0021929824 	 1 	 1 	 3 	 106569
Russia 	 348764745 	 8 3 3 2 2 1 1 1 .0961349001 	 8 3 3 2 2 1 1 1 .0021929824 	 8 3 3 2 2 1 1 1 1 	 1029 	 2431 	 106569
MaksimChmerkovskiy 	 348764745 	 116.8524918607 	 .0021929824 	 1 	 1 	 2 	 106569
Ukraine 	 348764745 	 11 8 3 2 2 2 2 2 2 1 1 1 1 1 1 .0000003606 232 .0000656851 	 11 8 3 2 2 2 2 2 2 1 1 1 1 1 1 .0021929824 	 11 8 3 2 2 2 2 2 2 1 1 1 1 1 1 1 	 2509 83 4 	 6080 232 7 	 106569
Russian 	 348764745 	 3 1 1 .2588083527 	 3 1 1 .0021929824 	 3 1 1 1 	 397 	 903 	 106569
Ukraine️ 	 348764745 	 2 1.0073445793 	 2 .0021929824 	 2 1 	 83 	 232 	 106569
StandWithUkraine️ 	 348764745 	 1.6813233799 	 .0043859649 	 2 	 67 	 278 	 106569
SeditionHunters 	 348764745 	 46.7408473098 	 .0021929824 	 1 	 2 	 5 	 106569
StandWithUkraine 	 348764745 	 8 2 .0000028406 .0026086385 	 8 2 .0043859649 	 8 2 2 	 240 67 	 1544 278 	 106569
StandWithUkraine 	 348764745 	 8 2 .0000028406 .0026086385 	 8 2 .0043859649 	 8 2 2 	 240 67 	 1544 278 	 106569
NoFlyZone 	 348764745 	 2 5.4349760492 	 2 .0021929824 	 2 1 	 16 	 43 	 106569
StopRussia 	 348764745 	 2.4344161595 	 .0043859649 	 2 	 39 	 192 	 106569
StopPutin 	 348764745 	 1 1 1 1.8847093497 	 1 1 1 .0021929824 	 1 1 1 1 	 19 	 124 	 106569
NoFlyZoneOverUkraine 	 348764745 	 5.0805207610 	 .0021929824 	 1 	 7 	 46 	 106569
StandWithUkraine️ 	 348764745 	 1.6813233799 	 .0043859649 	 2 	 67 	 278 	 106569
Oligarch 	 348764745 	 1 38.9506922550 	 1 .0021929824 	 1 1 	 4 	 6 	 106569
map 	 348764745 	 12.3002105579 	 .0021929824 	 1 	 6 	 19 	 106569
SeizeTheYachts 	 348764745 	 29.2130062196 	 .0021929824 	 1 	 5 	 8 	 106569
Oligarchs 	 348764745 	 16.6931495879 	 .0021929824 	 1 	 3 	 14 	 106569
ThankaRepublican 	 348764745 	 73.8012650304 	 .0131578947 	 6 	 9 	 19 	 106569
VoteThemOut 	 348764745 	 19.4753288319 	 .0021929824 	 1 	 2 	 12 	 106569
ThankaRepublican 	 348764745 	 73.8012650304 	 .0131578947 	 6 	 9 	 19 	 106569
ThankaRepublican 	 348764745 	 73.8012650304 	 .0131578947 	 6 	 9 	 19 	 106569
ThankaRepublican 	 348764745 	 73.8012650304 	 .0131578947 	 6 	 9 	 19 	 106569
ThankaRepublican 	 348764745 	 73.8012650304 	 .0131578947 	 6 	 9 	 19 	 106569
ThankaRepublican 	 348764745 	 73.8012650304 	 .0131578947 	 6 	 9 	 19 	 106569
StopPutinNOW 	 348764745 	 .5700096218 	 .0021929824 	 1 	 29 	 410 	 106569
COVID19 	 348764745 	 .4601981239 	 .0131578947 	 6 	 1096 	 3047 	 106569
SOTU 	 348764745 	 3.2014239273 	 .0065789473 	 3 	 78 	 219 	 106569
Chernihiv 	 348764745 	 1.6813234061 	 .0021929824 	 1 	 66 	 139 	 106569
Ukraine 	 348764745 	 11 8 3 2 2 2 2 2 2 1 1 1 1 1 1 .0000003606 232 .0000656851 	 11 8 3 2 2 2 2 2 2 1 1 1 1 1 1 .0021929824 	 11 8 3 2 2 2 2 2 2 1 1 1 1 1 1 1 	 2509 83 4 	 6080 232 7 	 106569
UkraineRussiaWar 	 348764745 	 .9987348346 	 .0043859649 	 2 	 114 	 468 	 106569
Melitopol 	 348764745 	 4.4095089319 	 .0021929824 	 1 	 28 	 53 	 106569
SOTU 	 348764745 	 3.2014239273 	 .0065789473 	 3 	 78 	 219 	 106569
ProtectTransKids 	 348764745 	 19.4753288319 	 .0021929824 	 1 	 3 	 12 	 106569
IStandWithBiden 	 348764745 	 17.9772401230 	 .0021929824 	 1 	 2 	 13 	 106569
SOTU 	 348764745 	 3.2014239273 	 .0065789473 	 3 	 78 	 219 	 106569
KKKCaucus 	 348764745 	 116.8524918607 	 .0021929824 	 1 	 1 	 2 	 106569
GOPTraitors 	 348764745 	 11.1287607444 	 .0021929824 	 1 	 6 	 21 	 106569
UkraineInvasion 	 348764745 	 1.8474620592 	 .0043859649 	 2 	 32 	 253 	 106569
Kharkiv 	 348764745 	 .8316866273 	 .0021929824 	 1 	 128 	 281 	 106569
PutinHitler 	 348764745 	 .3974556832 	 .0021929824 	 1 	 26 	 588 	 106569
FoxLies 	 348764745 	 93.4816967511 	 .0043859649 	 2 	 2 	 5 	 106569
DropFoxStopPutin 	 348764745 	 77.9015228750 	 .0021929824 	 1 	 1 	 3 	 106569
misinformation 	 348764745 	 23.3703987493 	 .0021929824 	 1 	 3 	 10 	 106569
oklahoma 	 348764745 	 116.8524918607 	 .0021929824 	 1 	 1 	 2 	 106569
NYC 	 348764745 	 2.4344161039 	 .0021929824 	 1 	 33 	 96 	 106569
Ukraine 	 348764745 	 11 8 3 2 2 2 2 2 2 1 1 1 1 1 1 .0000003606 232 .0000656851 	 11 8 3 2 2 2 2 2 2 1 1 1 1 1 1 .0021929824 	 11 8 3 2 2 2 2 2 2 1 1 1 1 1 1 1 	 2509 83 4 	 6080 232 7 	 106569
IStandWithUkriane 	 348764745 	 2.4600415596 	 .0021929824 	 1 	 15 	 95 	 106569
TheView 	 348764745 	 2.1054411064 	 .0021929824 	 1 	 19 	 111 	 106569
StandWithUkraine 	 348764745 	 8 2 .0000028406 .0026086385 	 8 2 .0043859649 	 8 2 2 	 240 67 	 1544 278 	 106569
stopputinNOW 	 348764745 	 58.4260137713 	 .0043859649 	 2 	 3 	 8 	 106569
TogetherWeAreUkraine 	 348764745 	 116.8521832030 	 .0043859649 	 2 	 2 	 4 	 106569
protest 	 348764745 	 11.8832518501 	 .0065789473 	 3 	 23 	 59 	 106569
Belarus 	 348764745 	 1.0250173069 	 .0021929824 	 1 	 97 	 228 	 106569
Russia 	 348764745 	 8 3 3 2 2 1 1 1 .0961349001 	 8 3 3 2 2 1 1 1 .0021929824 	 8 3 3 2 2 1 1 1 1 	 1029 	 2431 	 106569
Ukraine 	 348764745 	 11 8 3 2 2 2 2 2 2 1 1 1 1 1 1 .0000003606 232 .0000656851 	 11 8 3 2 2 2 2 2 2 1 1 1 1 1 1 .0021929824 	 11 8 3 2 2 2 2 2 2 1 1 1 1 1 1 1 	 2509 83 4 	 6080 232 7 	 106569
Ukraine 	 348764745 	 11 8 3 2 2 2 2 2 2 1 1 1 1 1 1 .0000003606 232 .0000656851 	 11 8 3 2 2 2 2 2 2 1 1 1 1 1 1 .0021929824 	 11 8 3 2 2 2 2 2 2 1 1 1 1 1 1 1 	 2509 83 4 	 6080 232 7 	 106569
Novosibirsk 	 348764745 	 19.4753288319 	 .0021929824 	 1 	 9 	 12 	 106569
Russia 	 348764745 	 8 3 3 2 2 1 1 1 .0961349001 	 8 3 3 2 2 1 1 1 .0021929824 	 8 3 3 2 2 1 1 1 1 	 1029 	 2431 	 106569
protest 	 348764745 	 11.8832518501 	 .0065789473 	 3 	 23 	 59 	 106569
Ukraine 	 348764745 	 11 8 3 2 2 2 2 2 2 1 1 1 1 1 1 .0000003606 232 .0000656851 	 11 8 3 2 2 2 2 2 2 1 1 1 1 1 1 .0021929824 	 11 8 3 2 2 2 2 2 2 1 1 1 1 1 1 1 	 2509 83 4 	 6080 232 7 	 106569
Switzerland 	 348764745 	 38.9506922550 	 .0021929824 	 1 	 1 	 6 	 106569
Putin 	 348764745 	 2 2 1 1 1 1 1 1 1 .3095416463 	 2 2 1 1 1 1 1 1 1 .0021929824 	 2 2 1 1 1 1 1 1 1 1 	 228 	 755 	 106569
SVP 	 348764745 	 116.8524918607 	 .0021929824 	 1 	 1 	 2 	 106569
StandWithUkraine 	 348764745 	 8 2 .0000028406 .0026086385 	 8 2 .0043859649 	 8 2 2 	 240 67 	 1544 278 	 106569
BREAKING 	 348764745 	 1.3335460760 	 .0087719298 	 4 	 362 	 701 	 106569
Kyiv 	 348764745 	 .3183977411 	 .0021929824 	 1 	 317 	 734 	 106569
Russia 	 348764745 	 8 3 3 2 2 1 1 1 .0961349001 	 8 3 3 2 2 1 1 1 .0021929824 	 8 3 3 2 2 1 1 1 1 	 1029 	 2431 	 106569
StopRussia 	 348764745 	 2.4344161595 	 .0043859649 	 2 	 39 	 192 	 106569
PutinIsaWarCriminal 	 348764745 	 2.9962045040 	 .0043859649 	 2 	 30 	 156 	 106569
StandWithUkraine 	 348764745 	 8 2 .0000028406 .0026086385 	 8 2 .0043859649 	 8 2 2 	 240 67 	 1544 278 	 106569
stopputinNOW 	 348764745 	 58.4260137713 	 .0043859649 	 2 	 3 	 8 	 106569
TogetherWeAreUkraine 	 348764745 	 116.8521832030 	 .0043859649 	 2 	 2 	 4 	 106569
protest 	 348764745 	 11.8832518501 	 .0065789473 	 3 	 23 	 59 	 106569
Secess2point0 	 348764745 	 77.9015228750 	 .0021929824 	 1 	 2 	 3 	 106569
DefeatPutin 	 348764745 	 10.6229074932 	 .0021929824 	 1 	 11 	 22 	 106569
Tucker 	 348764745 	 38.9506922550 	 .0021929824 	 1 	 2 	 6 	 106569
HappeningNow 	 348764745 	 29.2130062196 	 .0021929824 	 1 	 5 	 8 	 106569
Ukraine 	 348764745 	 11 8 3 2 2 2 2 2 2 1 1 1 1 1 1 .0000003606 232 .0000656851 	 11 8 3 2 2 2 2 2 2 1 1 1 1 1 1 .0021929824 	 11 8 3 2 2 2 2 2 2 1 1 1 1 1 1 1 	 2509 83 4 	 6080 232 7 	 106569
Strongmen 	 348764745 	 4.4943072675 	 .0021929824 	 1 	 26 	 52 	 106569
IStandWithUkraine 	 348764745 	 .0000233296 .0002064390 	 .0043859649 	 2 	 35 5 	 188 22 	 106569
StandWithUkriane 	 348764745 	 1 1.6693139422 	 1 .0021929824 	 1 1 	 35 	 140 	 106569
TrumpIsARussianRRRRRRet 	 348764745 	 8.6557042654 	 .0021929824 	 1 	 7 	 27 	 106569
PutinsPuppet 	 348764745 	 12.3002105579 	 .0021929824 	 1 	 6 	 19 	 106569
OpRussia 	 348764745 	 3.4368229145 	 .0021929824 	 1 	 23 	 68 	 106569
UkraineRussiaWar 	 348764745 	 .9987348346 	 .0043859649 	 2 	 114 	 468 	 106569
IStandWithUkraine 	 348764745 	 .0000233296 .0002064390 	 .0043859649 	 2 	 35 5 	 188 22 	 106569
SlavaUkraini 	 348764745 	 1.4885601570 	 .0021929824 	 1 	 40 	 157 	 106569
ukraine 	 348764745 	 1.5898227329 	 .0021929824 	 1 	 44 	 147 	 106569
Dublin 	 348764745 	 46.7408473098 	 .0021929824 	 1 	 2 	 5 	 106569
UkraineRussia 	 348764745 	 3 6.1501045568 	 3 .0043859649 	 3 2 	 18 	 76 	 106569
Ukraine 	 348764745 	 11 8 3 2 2 2 2 2 2 1 1 1 1 1 1 .0000003606 232 .0000656851 	 11 8 3 2 2 2 2 2 2 1 1 1 1 1 1 .0021929824 	 11 8 3 2 2 2 2 2 2 1 1 1 1 1 1 1 	 2509 83 4 	 6080 232 7 	 106569
UkraineRussia 	 348764745 	 3 6.1501045568 	 3 .0043859649 	 3 2 	 18 	 76 	 106569
UkraineInvasion 	 348764745 	 1.8474620592 	 .0043859649 	 2 	 32 	 253 	 106569
Ukraine 	 348764745 	 11 8 3 2 2 2 2 2 2 1 1 1 1 1 1 .0000003606 232 .0000656851 	 11 8 3 2 2 2 2 2 2 1 1 1 1 1 1 .0021929824 	 11 8 3 2 2 2 2 2 2 1 1 1 1 1 1 1 	 2509 83 4 	 6080 232 7 	 106569
manenoughpodcast 	 348764745 	 116.8524918607 	 .0021929824 	 1 	 1 	 2 	 106569
UnionYES 	 348764745 	 29.2130062196 	 .0021929824 	 1 	 4 	 8 	 106569
Tuckyorose 	 348764745 	 29.2130062196 	 .0021929824 	 1 	 4 	 8 	 106569
January6th 	 348764745 	 1.7058682962 	 .0021929824 	 1 	 34 	 137 	 106569
Zverev 	 348764745 	 38.9506922550 	 .0021929824 	 1 	 1 	 6 	 106569
RussianColonialism 	 348764745 	 10.6229074932 	 .0021929824 	 1 	 13 	 22 	 106569
TrumpIsGuilty 	 348764745 	 12.9835563981 	 .0021929824 	 1 	 10 	 18 	 106569
CovidIsNotOver 	 348764745 	 .5025891225 	 .0021929824 	 1 	 76 	 465 	 106569
COVID19 	 348764745 	 .4601981239 	 .0131578947 	 6 	 1096 	 3047 	 106569
Omicron 	 348764745 	 .5577659876 	 .0043859649 	 2 	 316 	 838 	 106569
USAorInc 	 348764745 	 116.8524918607 	 .0021929824 	 1 	 1 	 2 	 106569
UkraineCrisis 	 348764745 	 3.1160529451 	 .0021929824 	 1 	 20 	 75 	 106569
journalism 	 348764745 	 17.9772401230 	 .0021929824 	 1 	 3 	 13 	 106569
PearlRiver 	 348764745 	 116.8524918607 	 .0021929824 	 1 	 1 	 2 	 106569
MeToo 	 348764745 	 7.0819383288 	 .0021929824 	 1 	 12 	 33 	 106569
MonaHeydari 	 348764745 	 116.8524918607 	 .0021929824 	 1 	 1 	 2 	 106569
Harvard 	 348764745 	 25.9671127962 	 .0021929824 	 1 	 4 	 9 	 106569
PressRun 	 348764745 	 116.8524918607 	 .0021929824 	 1 	 1 	 2 	 106569
Opinion 	 348764745 	 38.9506922550 	 .0021929824 	 1 	 2 	 6 	 106569
MissCalifornia 	 348764745 	 116.8524918607 	 .0021929824 	 1 	 1 	 2 	 106569
CarriePrejeanBoller 	 348764745 	 116.8524918607 	 .0021929824 	 1 	 1 	 2 	 106569
CA 	 348764745 	 1 2.1440728814 	 1 .0021929824 	 1 1 	 28 	 109 	 106569
MarkZuckerber 	 348764745 	 116.8524918607 	 .0021929824 	 1 	 1 	 2 	 106569
Metaverse 	 348764745 	 29.2130062196 	 .0021929824 	 1 	 3 	 8 	 106569
Koreans 	 348764745 	 116.8524918607 	 .0021929824 	 1 	 1 	 2 	 106569
Asians 	 348764745 	 116.8524918607 	 .0021929824 	 1 	 1 	 2 	 106569
BlackLivesMatter 	 348764745 	 3.8950657663 	 .0021929824 	 1 	 9 	 60 	 106569
BREAKING 	 348764745 	 1.3335460760 	 .0087719298 	 4 	 362 	 701 	 106569
SB8 	 348764745 	 38.9506922550 	 .0021929824 	 1 	 2 	 6 	 106569
BREAKING 	 348764745 	 1.3335460760 	 .0087719298 	 4 	 362 	 701 	 106569
abolishthepolice 	 348764745 	 77.9015228750 	 .0021929824 	 1 	 1 	 3 	 106569
Mason_Greenwood 	 348764745 	 116.8524918607 	 .0021929824 	 1 	 1 	 2 	 106569
masongreenwood 	 348764745 	 77.9015228750 	 .0021929824 	 1 	 1 	 3 	 106569
AusOpen 	 348764745 	 2.9582779635 	 .0021929824 	 1 	 18 	 79 	 106569
ReproReceipts 	 348764745 	 58.4260902694 	 .0021929824 	 1 	 2 	 4 	 106569
Environment 	 348764745 	 21.2458149865 	 .0021929824 	 1 	 2 	 11 	 106569
Poland 	 348764745 	 2.2257519229 	 .0021929824 	 1 	 42 	 105 	 106569
StandWithUkraine 	 348764745 	 8 2 .0000028406 .0026086385 	 8 2 .0043859649 	 8 2 2 	 240 67 	 1544 278 	 106569
BellLetsTalk 	 348764745 	 12.3002105579 	 .0021929824 	 1 	 3 	 19 	 106569
ResistanceUnited 	 348764745 	 2.4344161039 	 .0021929824 	 1 	 14 	 96 	 106569
Russia 	 348764745 	 8 3 3 2 2 1 1 1 .0961349001 	 8 3 3 2 2 1 1 1 .0021929824 	 8 3 3 2 2 1 1 1 1 	 1029 	 2431 	 106569
propaganda 	 348764745 	 11.6851993746 	 .0021929824 	 1 	 3 	 20 	 106569
Ukraine 	 348764745 	 11 8 3 2 2 2 2 2 2 1 1 1 1 1 1 .0000003606 232 .0000656851 	 11 8 3 2 2 2 2 2 2 1 1 1 1 1 1 .0021929824 	 11 8 3 2 2 2 2 2 2 1 1 1 1 1 1 1 	 2509 83 4 	 6080 232 7 	 106569
QuizTime 	 348764745 	 116.8524918607 	 .0021929824 	 1 	 1 	 2 	 106569
Nazi 	 348764745 	 15.5802713674 	 .0021929824 	 1 	 4 	 15 	 106569
Screwdriver 	 348764745 	 77.9015228750 	 .0021929824 	 1 	 2 	 3 	 106569
breaking 	 348764745 	 16.6931495879 	 .0021929824 	 1 	 6 	 14 	 106569
jamesiannazzo 	 348764745 	 116.8524918607 	 .0021929824 	 1 	 1 	 2 	 106569
NotAllMen 	 348764745 	 89.8862022550 	 .0109649122 	 5 	 5 	 13 	 106569
NotAllMen 	 348764745 	 89.8862022550 	 .0109649122 	 5 	 5 	 13 	 106569
NotAllMen 	 348764745 	 89.8862022550 	 .0109649122 	 5 	 5 	 13 	 106569
LongCovid 	 348764745 	 .1044253539 	 .0021929824 	 1 	 956 	 2238 	 106569
notallmen 	 348764745 	 77.9015228750 	 .0021929824 	 1 	 1 	 3 	 106569
NotAllMen 	 348764745 	 89.8862022550 	 .0109649122 	 5 	 5 	 13 	 106569
MarriageStrike 	 348764745 	 116.8524918607 	 .0021929824 	 1 	 1 	 2 	 106569
NotAllMen 	 348764745 	 89.8862022550 	 .0109649122 	 5 	 5 	 13 	 106569
SeditionSprayers 	 348764745 	 116.8524918607 	 .0021929824 	 1 	 1 	 2 	 106569
DoYouKnow 	 348764745 	 58.4260902694 	 .0021929824 	 1 	 1 	 4 	 106569
riseup4abortionrights 	 348764745 	 233.7062290190 	 .0021929824 	 1 	 1 	 1 	 106569
antivaxx 	 348764745 	 116.8524918607 	 .0021929824 	 1 	 1 	 2 	 106569
COVID19 	 348764745 	 .4601981239 	 .0131578947 	 6 	 1096 	 3047 	 106569
Omicron 	 348764745 	 .5577659876 	 .0043859649 	 2 	 316 	 838 	 106569
Novaxx 	 348764745 	 116.8524918607 	 .0021929824 	 1 	 1 	 2 	 106569
MerrickGarland 	 348764745 	 15.5802713674 	 .0021929824 	 1 	 6 	 15 	 106569
kristinagraper 	 348764745 	 116.8524918607 	 .0021929824 	 1 	 1 	 2 	 106569
NewHampshire 	 348764745 	 58.4260902694 	 .0021929824 	 1 	 2 	 4 	 106569
florona 	 348764745 	 93.4816967511 	 .0043859649 	 2 	 3 	 5 	 106569
BREAKING 	 348764745 	 1.3335460760 	 .0087719298 	 4 	 362 	 701 	 106569
Israel 	 348764745 	 .8954174267 	 .0021929824 	 1 	 62 	 261 	 106569
florona 	 348764745 	 93.4816967511 	 .0043859649 	 2 	 3 	 5 	 106569
COVID19 	 348764745 	 .4601981239 	 .0131578947 	 6 	 1096 	 3047 	 106569
Omicron 	 388618787 	 2.6867037710 	 .0211267605 	 3 	 316 	 838 	 106569
OTD 	 388618787 	 85.7698226722 	 .0563380281 	 8 	 36 	 70 	 106569
COVID19 	 388618787 	 1.9704257733 	 .0563380281 	 8 	 1096 	 3047 	 106569
onted 	 388618787 	 7.2162110927 	 .0070422535 	 1 	 22 	 104 	 106569
Yukon 	 388618787 	 187.6218152463 	 .0070422535 	 1 	 2 	 4 	 106569
eccmid2022 	 388618787 	 375.2446302305 	 .0070422535 	 1 	 1 	 2 	 106569
ECCMID2022 	 388618787 	 150.0973722182 	 .0070422535 	 1 	 2 	 5 	 106569
OTD 	 388618787 	 85.7698226722 	 .0563380281 	 8 	 36 	 70 	 106569
Apollo16 	 388618787 	 375.2436304926 	 .0140845070 	 2 	 2 	 4 	 106569
Apollo50 	 388618787 	 250.1621981652 	 .0140845070 	 2 	 2 	 6 	 106569
Apollo16 	 388618787 	 375.2436304926 	 .0140845070 	 2 	 2 	 4 	 106569
Apollo50 	 388618787 	 250.1621981652 	 .0140845070 	 2 	 2 	 6 	 106569
BA2 	 388618787 	 2 1.8999643789 	 2 .0070422535 	 2 1 	 222 	 395 	 106569
BA2121 	 388618787 	 62.5404940006 	 .0070422535 	 1 	 9 	 12 	 106569
Yankees 	 388618787 	 187.6218152463 	 .0070422535 	 1 	 2 	 4 	 106569
OTD 	 388618787 	 85.7698226722 	 .0563380281 	 8 	 36 	 70 	 106569
COVID19 	 388618787 	 1.9704257733 	 .0563380281 	 8 	 1096 	 3047 	 106569
COVID19 	 388618787 	 1.9704257733 	 .0563380281 	 8 	 1096 	 3047 	 106569
ongoing 	 388618787 	 375.2446302305 	 .0070422535 	 1 	 1 	 2 	 106569
covidCO2 	 388618787 	 166.7747000377 	 .0140845070 	 2 	 2 	 9 	 106569
COVID19 	 388618787 	 1.9704257733 	 .0563380281 	 8 	 1096 	 3047 	 106569
CovidIsNotOver 	 388618787 	 1.6139482045 	 .0070422535 	 1 	 76 	 465 	 106569
COVIDisAirborne 	 388618787 	 2.8809440368 	 .0140845070 	 2 	 102 	 521 	 106569
CorsiRosenthalBox 	 388618787 	 16.3149121083 	 .0070422535 	 1 	 21 	 46 	 106569
DIY 	 388618787 	 93.8107826564 	 .0070422535 	 1 	 5 	 8 	 106569
COVID19 	 388618787 	 1.9704257733 	 .0563380281 	 8 	 1096 	 3047 	 106569
COVID19 	 388618787 	 1.9704257733 	 .0563380281 	 8 	 1096 	 3047 	 106569
HowLowCanYouGo 	 388618787 	 375.2446302305 	 .0070422535 	 1 	 1 	 2 	 106569
COVIDisAirborne 	 388618787 	 2.8809440368 	 .0140845070 	 2 	 102 	 521 	 106569
avgeek 	 388618787 	 250.1626424920 	 .0070422535 	 1 	 1 	 3 	 106569
covidCO2 	 388618787 	 166.7747000377 	 .0140845070 	 2 	 2 	 9 	 106569
NATO 	 388618787 	 2.4768512257 	 .0070422535 	 1 	 114 	 303 	 106569
UAP 	 388618787 	 107.2123434386 	 .0070422535 	 1 	 4 	 7 	 106569
corsirosenthalbox 	 388618787 	 19.4931425609 	 .0140845070 	 2 	 33 	 77 	 106569
UkraineRussianWar 	 388618787 	 3.0507558709 	 .0070422535 	 1 	 74 	 246 	 106569
UkraineUnderAttack 	 388618787 	 2.8213756503 	 .0070422535 	 1 	 56 	 266 	 106569
Ukraine 	 388618787 	 4 1 .0000011582 232 .0000656851 	 4 1 .0070422535 	 4 1 1 	 2509 83 4 	 6080 232 7 	 106569
Ukraine 	 388618787 	 4 1 .0000011582 232 .0000656851 	 4 1 .0070422535 	 4 1 1 	 2509 83 4 	 6080 232 7 	 106569
Zaporizhzhia 	 388618787 	 11.7263439268 	 .0070422535 	 1 	 31 	 64 	 106569
Russia 	 388618787 	 1 .3087148976 	 1 .0070422535 	 1 1 	 1029 	 2431 	 106569
OTD 	 388618787 	 85.7698226722 	 .0563380281 	 8 	 36 	 70 	 106569
OTD 	 388618787 	 85.7698226722 	 .0563380281 	 8 	 36 	 70 	 106569
SU2091 	 388618787 	 375.2446302305 	 .0070422535 	 1 	 1 	 2 	 106569
Ukraine 	 388618787 	 4 1 .0000011582 232 .0000656851 	 4 1 .0070422535 	 4 1 1 	 2509 83 4 	 6080 232 7 	 106569
NEWS 	 388618787 	 57.7297301506 	 .0070422535 	 1 	 7 	 13 	 106569
Ukraine 	 388618787 	 4 1 .0000011582 232 .0000656851 	 4 1 .0070422535 	 4 1 1 	 2509 83 4 	 6080 232 7 	 106569
OTD 	 388618787 	 85.7698226722 	 .0563380281 	 8 	 36 	 70 	 106569
LGBTQ 	 388618787 	 10.1417029469 	 .0070422535 	 1 	 21 	 74 	 106569
ottnews 	 388618787 	 20.2834088149 	 .0070422535 	 1 	 4 	 37 	 106569
ottawa 	 388618787 	 53.6061717193 	 .0070422535 	 1 	 4 	 14 	 106569
Apollo 	 388618787 	 2 2 250.1626424920 	 2 2 .0070422535 	 2 2 1 	 1 	 3 	 106569
Berlin 	 388618787 	 20.8468313335 	 .0070422535 	 1 	 18 	 36 	 106569
BigBinTVLive 	 388618787 	 375.2446302305 	 .0070422535 	 1 	 1 	 2 	 106569
WePilots 	 388618787 	 187.6218152463 	 .0070422535 	 1 	 1 	 4 	 106569
SuperBowl 	 388618787 	 7.6580195347 	 .0070422535 	 1 	 28 	 98 	 106569
CovidCO2 	 388618787 	 250.1626424920 	 .0070422535 	 1 	 2 	 3 	 106569
Omicron 	 388618787 	 2.6867037710 	 .0211267605 	 3 	 316 	 838 	 106569
corsirosenthalbox 	 388618787 	 19.4931425609 	 .0140845070 	 2 	 33 	 77 	 106569
OTD 	 388618787 	 85.7698226722 	 .0563380281 	 8 	 36 	 70 	 106569
